x,interval_begins,interval_ends,mean,analytical
0.092,0.052,0.074,0.063446,0.06289011550964115
0.093,0.053,0.075,0.063858,0.063313106340204
0.094,0.053,0.075,0.064249,0.06373161002619747
0.095,0.054,0.076,0.064705,0.06414565728403021
0.096,0.054,0.076,0.065087,0.06455527864466179
0.097,0.055,0.076,0.065507,0.06496050445466438
0.098,0.055,0.077,0.065943,0.06536136487727841
0.099,0.055,0.078,0.066294,0.0657578898934625
0.1,0.056,0.077,0.066702,0.0661501093029374
0.101,0.056,0.078,0.067069,0.06653805272522424
0.102,0.056,0.079,0.067408,0.06692174960067691
0.103,0.056,0.079,0.067778,0.06730122919150872
0.104,0.057,0.08,0.068175,0.0676765205828132
0.105,0.057,0.08,0.068517,0.06804765268357958
0.106,0.057,0.08,0.068873,0.06841465422770213
0.107,0.057,0.081,0.069306,0.06877755377498417
0.108,0.058,0.082,0.06964,0.06913637971213649
0.109,0.058,0.082,0.070037,0.06949116025377
0.11,0.058,0.083,0.070364,0.06984192344338307
0.111,0.059,0.083,0.070721,0.07018869715434314
0.112,0.059,0.083,0.071017,0.07053150909086318
0.113,0.059,0.084,0.071315,0.07087038678897224
0.114,0.06,0.084,0.07165,0.071205357617481
0.115,0.06,0.084,0.072001,0.07153644877894169
0.116,0.06,0.084,0.072327,0.07186368731060284
0.117,0.06,0.085,0.07268,0.07218710008535852
0.118,0.061,0.086,0.073033,0.07250671381269228
0.119,0.061,0.086,0.073357,0.0728225550396161
0.12,0.061,0.086,0.073673,0.07313465015160363
0.121,0.061,0.087,0.07396,0.07344302537351874
0.122,0.062,0.087,0.074206,0.0737477067705385
0.123,0.062,0.087,0.074496,0.07404872024907108
0.124,0.063,0.088,0.074817,0.07434609155766868
0.125,0.063,0.088,0.075135,0.07463984628793528
0.126,0.064,0.089,0.075482,0.07493000987542914
0.127,0.064,0.089,0.075788,0.07521660760056059
0.128,0.064,0.09,0.076079,0.0754996645894845
0.129,0.065,0.09,0.076368,0.07577920581498802
0.13,0.065,0.09,0.076629,0.07605525609737307
0.131,0.065,0.09,0.076898,0.07632784010533421
0.132,0.065,0.09,0.077171,0.07659698235683136
0.133,0.065,0.091,0.077441,0.0768627072199578
0.134,0.065,0.092,0.077712,0.07712503891380318
0.135,0.066,0.092,0.077963,0.07738400150931182
0.136,0.066,0.092,0.078293,0.07763961893013617
0.137,0.066,0.093,0.078501,0.0778919149534855
0.138,0.066,0.093,0.078727,0.0781409132109698
0.139,0.066,0.093,0.078928,0.07838663718943907
0.14,0.066,0.094,0.07918,0.07862911023181773
0.141,0.066,0.094,0.079395,0.07886835553793461
0.142,0.066,0.093,0.079564,0.07910439616534809
0.143,0.067,0.094,0.079757,0.07933725503016667
0.144,0.067,0.094,0.079944,0.07956695490786504
0.145,0.067,0.095,0.080153,0.07979351843409552
0.146,0.067,0.095,0.080412,0.08001696810549488
0.147,0.067,0.096,0.080623,0.08023732628048677
0.148,0.067,0.096,0.080791,0.08045461518007964
0.149,0.068,0.096,0.081036,0.08066885688866009
0.15,0.068,0.096,0.081196,0.08088007335478191
0.151,0.068,0.096,0.081403,0.08108828639195059
0.152,0.068,0.097,0.081586,0.08129351767940356
0.153,0.068,0.097,0.08179,0.08149578876288589
0.154,0.068,0.097,0.082037,0.08169512105542183
0.155,0.068,0.098,0.082266,0.08189153583808192
0.156,0.068,0.098,0.082442,0.08208505426074576
0.157,0.068,0.098,0.082672,0.08227569734286064
0.158,0.068,0.097,0.082863,0.08246348597419584
0.159,0.068,0.098,0.083037,0.08264844091559272
0.16,0.068,0.098,0.083229,0.08283058279971052
0.161,0.069,0.099,0.083428,0.08300993213176816
0.162,0.069,0.099,0.083573,0.08318650929028168
0.163,0.07,0.099,0.083718,0.08336033452779781
0.164,0.069,0.099,0.083891,0.08353142797162301
0.165,0.07,0.099,0.084105,0.08369980962454888
0.166,0.07,0.1,0.084248,0.08386549936557326
0.167,0.07,0.1,0.084379,0.08402851695061724
0.168,0.07,0.1,0.084615,0.08418888201323828
0.169,0.07,0.1,0.084813,0.08434661406533929
0.17,0.07,0.1,0.084968,0.08450173249787372
0.171,0.071,0.101,0.085087,0.08465425658154667
0.172,0.071,0.101,0.085209,0.08480420546751212
0.173,0.071,0.101,0.085403,0.08495159818806616
0.174,0.071,0.101,0.08554,0.08509645365733647
0.175,0.071,0.101,0.085693,0.08523879067196778
0.176,0.071,0.102,0.085864,0.08537862791180358
0.177,0.071,0.102,0.085927,0.08551598394056396
0.178,0.071,0.102,0.086089,0.0856508772065197
0.179,0.071,0.102,0.086197,0.0857833260431624
0.18,0.071,0.102,0.086346,0.08591334866987113
0.181,0.071,0.102,0.086477,0.08604096319257513
0.182,0.071,0.102,0.086564,0.0861661876044128
0.183,0.071,0.102,0.086693,0.086289039786387
0.184,0.071,0.102,0.0868,0.08640953750801685
0.185,0.071,0.102,0.086886,0.08652769842798555
0.186,0.071,0.102,0.087072,0.0866435400947848
0.187,0.071,0.102,0.087171,0.0867570799473555
0.188,0.072,0.103,0.087297,0.08686833531572487
0.189,0.072,0.103,0.087414,0.08697732342164
0.19,0.072,0.103,0.08752,0.08708406137919784
0.191,0.072,0.103,0.08762,0.08718856619547156
0.192,0.072,0.103,0.087718,0.08729085477113353
0.193,0.072,0.103,0.087892,0.08739094390107474
0.194,0.072,0.103,0.088016,0.08748885027502067
0.195,0.072,0.104,0.08815,0.08758459047814379
0.196,0.072,0.104,0.088239,0.08767818099167254
0.197,0.072,0.104,0.088332,0.08776963819349692
0.198,0.072,0.104,0.08846,0.08785897835877075
0.199,0.073,0.105,0.088574,0.08794621766051036
0.2,0.073,0.105,0.088674,0.08803137217019003
0.201,0.073,0.105,0.088783,0.0881144578583341
0.202,0.073,0.105,0.088868,0.08819549059510566
0.203,0.073,0.106,0.088956,0.08827448615089206
0.204,0.073,0.105,0.08901,0.08835146019688689
0.205,0.073,0.106,0.089075,0.08842642830566899
0.206,0.073,0.106,0.08912,0.08849940595177791
0.207,0.073,0.106,0.089227,0.0885704085122863
0.208,0.073,0.106,0.089282,0.08863945126736908
0.209,0.074,0.106,0.08934399999999999,0.0887065494008693
0.21,0.073,0.106,0.089348,0.08877171800086082
0.211,0.073,0.106,0.089376,0.08883497206020803
0.212,0.073,0.106,0.089456,0.08889632647712202
0.213,0.073,0.106,0.089505,0.08895579605571409
0.214,0.073,0.106,0.08959,0.08901339550654572
0.215,0.073,0.106,0.089652,0.08906913944717569
0.216,0.074,0.106,0.089697,0.08912304240270402
0.217,0.073,0.107,0.089778,0.08917511880631293
0.218,0.074,0.107,0.089809,0.08922538299980456
0.219,0.074,0.107,0.089885,0.0892738492341359
0.22,0.074,0.107,0.089923,0.08932053166995046
0.221,0.074,0.107,0.089964,0.08936544437810728
0.222,0.074,0.107,0.090048,0.08940860134020642
0.223,0.074,0.107,0.090094,0.08945001644911214
0.224,0.075,0.107,0.090152,0.08948970350947259
0.225,0.075,0.107,0.090176,0.08952767623823672
0.226,0.075,0.107,0.09025,0.08956394826516857
0.227,0.075,0.107,0.090295,0.08959853313335814
0.228,0.075,0.107,0.090309,0.08963144429972984
0.229,0.075,0.108,0.090369,0.08966269513554774
0.23,0.075,0.108,0.090398,0.08969229892691814
0.231,0.074,0.108,0.090444,0.08972026887528933
0.232,0.075,0.108,0.090507,0.08974661809794834
0.233,0.074,0.108,0.090529,0.08977135962851517
0.234,0.074,0.107,0.090519,0.0897945064174338
0.235,0.074,0.108,0.090534,0.08981607133246094
0.236,0.074,0.107,0.090528,0.08983606715915167
0.237,0.075,0.107,0.090562,0.08985450660134238
0.238,0.074,0.108,0.090596,0.08987140228163104
0.239,0.075,0.107,0.090599,0.08988676674185486
0.24,0.074,0.107,0.09059,0.08990061244356501
0.241,0.074,0.107,0.090599,0.08991295176849871
0.242,0.074,0.107,0.090595,0.08992379701904903
0.243,0.074,0.107,0.090654,0.08993316041873134
0.244,0.074,0.107,0.090639,0.08994105411264774
0.245,0.074,0.108,0.090664,0.08994749016794859
0.246,0.074,0.107,0.090686,0.0899524805742914
0.247,0.073,0.108,0.090685,0.08995603724429724
0.248,0.073,0.107,0.090626,0.08995817201400448
0.249,0.074,0.108,0.09065,0.08995889664332007
0.25,0.074,0.107,0.090656,0.08995822281646809
0.251,0.074,0.107,0.090667,0.08995616214243596
0.252,0.074,0.107,0.090612,0.0899527261554179
0.253,0.074,0.107,0.090597,0.08994792631525618
0.254,0.074,0.107,0.09059,0.08994177400787955
0.255,0.074,0.107,0.090644,0.08993428054573935
0.256,0.074,0.107,0.090649,0.08992545716824327
0.257,0.074,0.106,0.090624,0.08991531504218628
0.258,0.074,0.107,0.090646,0.08990386526217957
0.259,0.074,0.107,0.090683,0.08989111885107677
0.26,0.074,0.107,0.090662,0.08987708676039773
0.261,0.074,0.108,0.090671,0.08986177987075011
0.262,0.074,0.107,0.090636,0.08984520899224847
0.263,0.074,0.108,0.090551,0.08982738486493091
0.264,0.075,0.107,0.090503,0.08980831815917345
0.265,0.074,0.108,0.090481,0.08978801947610196
0.266,0.074,0.108,0.090503,0.08976649934800199
0.267,0.074,0.108,0.090457,0.08974376823872592
0.268,0.074,0.107,0.090423,0.08971983654409807
0.269,0.074,0.107,0.090373,0.08969471459231741
0.27,0.073,0.108,0.090347,0.08966841264435803
0.271,0.074,0.108,0.09033,0.08964094089436724
0.272,0.074,0.108,0.090281,0.08961230947006153
0.273,0.074,0.108,0.090295,0.08958252843312027
0.274,0.074,0.108,0.090301,0.08955160777957703
0.275,0.074,0.108,0.090289,0.08951955744020887
0.276,0.074,0.108,0.090241,0.08948638728092324
0.277,0.074,0.108,0.090175,0.0894521071031429
0.278,0.074,0.108,0.090132,0.08941672664418843
0.279,0.075,0.107,0.090062,0.08938025557765869
0.28,0.074,0.107,0.090069,0.08934270351380913
0.281,0.074,0.107,0.090076,0.08930407999992782
0.282,0.074,0.107,0.090006,0.08926439452070958
0.283,0.074,0.107,0.089977,0.08922365649862764
0.284,0.074,0.107,0.089942,0.08918187529430364
0.285,0.074,0.106,0.089877,0.089139060206875
0.286,0.074,0.107,0.089825,0.08909522047436068
0.287,0.074,0.107,0.08975,0.08905036527402456
0.288,0.074,0.107,0.08969,0.08900450372273686
0.289,0.074,0.107,0.089631,0.0889576448773335
0.29,0.074,0.106,0.089591,0.0889097977349734
0.291,0.074,0.106,0.089522,0.08886097123349378
0.292,0.074,0.106,0.08949,0.08881117425176326
0.293,0.074,0.106,0.089487,0.08876041561003335
0.294,0.074,0.106,0.08944,0.08870870407028755
0.295,0.074,0.106,0.089376,0.08865604833658852
0.296,0.074,0.106,0.089336,0.08860245705542358
0.297,0.073,0.106,0.089236,0.0885479388160477
0.298,0.073,0.106,0.089184,0.08849250215082517
0.299,0.073,0.106,0.089106,0.08843615553556888
0.3,0.073,0.106,0.089051,0.08837890738987773
0.301,0.073,0.106,0.088996,0.08832076607747227
0.302,0.073,0.106,0.088965,0.08826173990652827
0.303,0.072,0.106,0.08891399999999999,0.08820183713000854
0.304,0.072,0.106,0.088836,0.08814106594599266
0.305,0.072,0.106,0.088812,0.08807943449800512
0.306,0.072,0.106,0.088736,0.08801695087534125
0.307,0.072,0.107,0.08867,0.08795362311339149
0.308,0.072,0.107,0.088596,0.08788945919396388
0.309,0.072,0.107,0.088541,0.08782446704560445
0.31,0.072,0.107,0.088465,0.08775865454391608
0.311,0.072,0.106,0.088354,0.08769202951187534
0.312,0.072,0.106,0.088277,0.08762459972014754
0.313,0.072,0.106,0.088242,0.08755637288740005
0.314,0.072,0.106,0.088196,0.0874873566806139
0.315,0.072,0.106,0.088091,0.08741755871539338
0.316,0.072,0.106,0.087954,0.08734698655627407
0.317,0.072,0.106,0.087892,0.08727564771702895
0.318,0.071,0.106,0.087815,0.08720354966097293
0.319,0.072,0.106,0.087795,0.08713069980126564
0.32,0.072,0.106,0.087719,0.08705710550121219
0.321,0.071,0.106,0.087625,0.08698277407456265
0.322,0.071,0.106,0.08756,0.08690771278580942
0.323,0.071,0.106,0.087473,0.08683192885048321
0.324,0.071,0.106,0.087377,0.08675542943544721
0.325,0.071,0.106,0.087327,0.08667822165918945
0.326,0.071,0.106,0.087259,0.0866003125921137
0.327,0.071,0.106,0.087186,0.08652170925682857
0.328,0.071,0.106,0.087164,0.086442418628435
0.329,0.071,0.106,0.087116,0.08636244763481214
0.33,0.071,0.105,0.087036,0.08628180315690151
0.331,0.07,0.105,0.086927,0.08620049202898963
0.332,0.071,0.104,0.086832,0.08611852103898893
0.333,0.071,0.104,0.086786,0.08603589692871713
0.334,0.07,0.104,0.086708,0.08595262639417502
0.335,0.07,0.104,0.086567,0.08586871608582261
0.336,0.07,0.104,0.086497,0.08578417260885371
0.337,0.07,0.104,0.086385,0.08569900252346888
0.338,0.07,0.104,0.086312,0.08561321234514704
0.339,0.071,0.103,0.086263,0.08552680854491523
0.34,0.07,0.103,0.086197,0.08543979754961693
0.341,0.07,0.103,0.086112,0.08535218574217901
0.342,0.07,0.103,0.086064,0.08526397946187683
0.343,0.07,0.103,0.085967,0.08517518500459823
0.344,0.071,0.103,0.085887,0.08508580862310554
0.345,0.07,0.103,0.085784,0.08499585652729642
0.346,0.07,0.103,0.085692,0.08490533488446318
0.347,0.07,0.102,0.085607,0.0848142498195504
0.348,0.07,0.102,0.085487,0.08472260741541132
0.349,0.07,0.102,0.085422,0.08463041371306261
0.35,0.069,0.102,0.085371,0.08453767471193768
0.351,0.069,0.102,0.08527799999999999,0.08444439637013867
0.352,0.069,0.102,0.085134,0.08435058460468683
0.353,0.069,0.102,0.084998,0.08425624529177148
0.354,0.069,0.102,0.08491,0.0841613842669977
0.355,0.069,0.102,0.084824,0.08406600732563241
0.356,0.07,0.102,0.084689,0.08397012022284919
0.357,0.07,0.102,0.084611,0.08387372867397154
0.358,0.069,0.101,0.08452,0.08377683835471482
0.359,0.069,0.102,0.084442,0.08367945490142686
0.36,0.069,0.102,0.084334,0.08358158391132711
0.361,0.069,0.101,0.084225,0.08348323094274436
0.362,0.069,0.101,0.084084,0.08338440151535328
0.363,0.069,0.101,0.083989,0.08328510111040935
0.364,0.069,0.1,0.083872,0.08318533517098278
0.365,0.069,0.101,0.083747,0.08308510910219057
0.366,0.069,0.101,0.083658,0.08298442827142785
0.367,0.069,0.1,0.083571,0.08288329800859742
0.368,0.069,0.1,0.083451,0.08278172360633809
0.369,0.069,0.1,0.083369,0.08267971032025194
0.37,0.069,0.1,0.083284,0.08257726336912982
0.371,0.069,0.1,0.08314,0.08247438793517603
0.372,0.069,0.1,0.083012,0.08237108916423139
0.373,0.068,0.1,0.082897,0.08226737216599504
0.374,0.068,0.1,0.082814,0.08216324201424524
0.375,0.068,0.1,0.082735,0.08205870374705855
0.376,0.068,0.1,0.08261,0.0819537623670279
0.377,0.067,0.099,0.0825,0.08184842284147946
0.378,0.067,0.099,0.082361,0.0817426901026882
0.379,0.068,0.099,0.082235,0.08163656904809215
0.38,0.067,0.099,0.082154,0.08153006454050551
0.381,0.067,0.099,0.082004,0.08142318140833057
0.382,0.066,0.098,0.081856,0.08131592444576818
0.383,0.066,0.098,0.081739,0.08120829841302735
0.384,0.066,0.098,0.08163,0.08110030803653334
0.385,0.066,0.098,0.081548,0.08099195800913464
0.386,0.066,0.098,0.081433,0.08088325299030892
0.387,0.066,0.098,0.081327,0.08077419760636753
0.388,0.066,0.098,0.081215,0.08066479645065895
0.389,0.066,0.097,0.08112,0.08055505408377113
0.39,0.066,0.097,0.08096,0.08044497503373253
0.391,0.065,0.097,0.080822,0.08033456379621202
0.392,0.065,0.097,0.080744,0.0802238248347178
0.393,0.066,0.097,0.080623,0.08011276258079478
0.394,0.066,0.096,0.080513,0.08000138143422138
0.395,0.065,0.096,0.080359,0.07988968576320465
0.396,0.065,0.096,0.080237,0.07977767990457461
0.397,0.065,0.095,0.080118,0.07966536816397728
0.398,0.065,0.096,0.079975,0.07955275481606663
0.399,0.065,0.096,0.079881,0.07943984410469568
0.4,0.065,0.096,0.079743,0.07932664024310598
0.401,0.065,0.096,0.079638,0.07921314741411642
0.402,0.065,0.095,0.079492,0.07909936977031083
0.403,0.065,0.096,0.079374,0.07898531143422435
0.404,0.065,0.095,0.079248,0.07887097649852903
0.405,0.064,0.095,0.079185,0.07875636902621803
0.406,0.064,0.095,0.079117,0.07864149305078884
0.407,0.064,0.095,0.078989,0.0785263525764257
0.408,0.064,0.095,0.078909,0.07841095157818052
0.409,0.064,0.095,0.078814,0.07829529400215313
0.41,0.064,0.095,0.078696,0.0781793837656703
0.411,0.064,0.094,0.078571,0.07806322475746369
0.412,0.064,0.094,0.078458,0.07794682083784703
0.413,0.064,0.094,0.078347,0.07783017583889182
0.414,0.064,0.094,0.078163,0.07771329356460248
0.415,0.063,0.094,0.078042,0.07759617779109018
0.416,0.063,0.094,0.077953,0.07747883226674576
0.417,0.063,0.094,0.077818,0.07736126071241176
0.418,0.063,0.094,0.077695,0.07724346682155303
0.419,0.063,0.093,0.077536,0.07712545426042705
0.42,0.063,0.093,0.077385,0.07700722666825262
0.421,0.062,0.093,0.077319,0.07688878765737783
0.422,0.062,0.093,0.077213,0.0767701408134471
0.423,0.062,0.093,0.077106,0.07665128969556714
0.424,0.062,0.093,0.07696,0.0765322378364721
0.425,0.062,0.093,0.076886,0.0764129887426875
0.426,0.062,0.092,0.076797,0.07629354589469342
0.427,0.062,0.093,0.076686,0.07617391274708679
0.428,0.062,0.092,0.076597,0.0760540927287424
0.429,0.062,0.092,0.076444,0.07593408924297347
0.43,0.061,0.092,0.076335,0.0758139056676908
0.431,0.061,0.092,0.076225,0.07569354535556133
0.432,0.061,0.092,0.07608,0.07557301163416562
0.433,0.061,0.092,0.075989,0.07545230780615442
0.434,0.061,0.093,0.075835,0.07533143714940442
0.435,0.061,0.092,0.07569,0.07521040291717303
0.436,0.061,0.092,0.075559,0.07508920833825221
0.437,0.061,0.092,0.075438,0.07496785661712152
0.438,0.061,0.092,0.075334,0.07484635093410005
0.439,0.061,0.092,0.075225,0.07472469444549794
0.44,0.061,0.092,0.075154,0.07460289028376638
0.441,0.06,0.092,0.075044,0.07448094155764728
0.442,0.06,0.091,0.074962,0.07435885135232172
0.443,0.06,0.091,0.074844,0.07423662272955768
0.444,0.06,0.091,0.07469,0.07411425872785699
0.445,0.06,0.091,0.07455200000000001,0.07399176236260119
0.446,0.06,0.091,0.074408,0.07386913662619675
0.447,0.06,0.091,0.074284,0.07374638448821937
0.448,0.06,0.09,0.074149,0.0736235088955573
0.449,0.059,0.09,0.073964,0.07350051277255414
0.45,0.059,0.09,0.073837,0.07337739902115054
0.451,0.059,0.09,0.073687,0.07325417052102506
0.452,0.059,0.09,0.073554,0.07313083012973451
0.453,0.059,0.09,0.073433,0.073007380682853
0.454,0.059,0.09,0.073271,0.07288382499411061
0.455,0.058,0.09,0.073127,0.07276016585553108
0.456,0.059,0.089,0.073006,0.07263640603756857
0.457,0.058,0.089,0.072866,0.07251254828924383
0.458,0.058,0.089,0.072721,0.0723885953382795
0.459,0.058,0.089,0.072586,0.07226454989123446
0.46,0.057,0.089,0.07246,0.07214041463363773
0.461,0.057,0.089,0.072316,0.07201619223012123
0.462,0.057,0.088,0.072209,0.07189188532455208
0.463,0.057,0.088,0.072088,0.07176749654016379
0.464,0.057,0.088,0.071972,0.07164302847968694
0.465,0.057,0.087,0.071842,0.07151848372547907
0.466,0.057,0.088,0.071738,0.07139386483965368
0.467,0.057,0.088,0.071632,0.07126917436420858
0.468,0.057,0.088,0.071533,0.07114441482115343
0.469,0.057,0.087,0.071407,0.07101958871263657
0.47,0.057,0.087,0.071302,0.0708946985210711
0.471,0.057,0.087,0.071173,0.07076974670926021
0.472,0.056,0.087,0.071071,0.07064473572052177
0.473,0.056,0.087,0.07091,0.07051966797881219
0.474,0.056,0.086,0.070763,0.07039454588884958
0.475,0.056,0.086,0.070636,0.07026937183623613
0.476,0.056,0.086,0.070507,0.07014414818757987
0.477,0.055,0.086,0.070349,0.07001887729061558
0.478,0.056,0.086,0.070252,0.06989356147432513
0.479,0.055,0.086,0.070128,0.06976820304905698
0.48,0.055,0.086,0.070004,0.06964280430664506
0.481,0.055,0.086,0.069879,0.069517367520527
0.482,0.055,0.086,0.069739,0.06939189494586147
0.483,0.055,0.086,0.069634,0.06926638881964511
0.484,0.056,0.085,0.069535,0.06914085136082845
0.485,0.055,0.085,0.069407,0.06901528477043149
0.486,0.055,0.085,0.069322,0.0688896912316583
0.487,0.055,0.085,0.069181,0.06876407291001115
0.488,0.055,0.085,0.069091,0.06863843195340383
0.489,0.055,0.085,0.068928,0.06851277049227437
0.49,0.055,0.085,0.068835,0.06838709063969718
0.491,0.054,0.085,0.068721,0.06826139449149432
0.492,0.055,0.084,0.068576,0.06813568412634628
0.493,0.055,0.084,0.068475,0.06800996160590211
0.494,0.055,0.084,0.068316,0.06788422897488873
0.495,0.055,0.084,0.068179,0.06775848826121986
0.496,0.054,0.084,0.068026,0.06763274147610401
0.497,0.054,0.084,0.067904,0.06750699061415216
0.498,0.054,0.084,0.06778,0.06738123765348451
0.499,0.053,0.084,0.067648,0.06725548455583667
0.5,0.053,0.084,0.067518,0.06712973326666545
0.501,0.053,0.084,0.067382,0.06700398571525369
0.502,0.053,0.083,0.06723900000000001,0.06687824381481473
0.503,0.053,0.083,0.06713,0.06675250946259607
0.504,0.053,0.083,0.06699,0.06662678453998261
0.505,0.053,0.083,0.066838,0.06650107091259909
0.506,0.053,0.083,0.066723,0.06637537043041207
0.507,0.052,0.082,0.066595,0.06624968492783123
0.508,0.052,0.082,0.066466,0.06612401622381012
0.509,0.052,0.082,0.066347,0.06599836612194618
0.51,0.052,0.082,0.066209,0.06587273641058042
0.511,0.052,0.082,0.066061,0.06574712886289627
0.512,0.052,0.081,0.065937,0.06562154523701798
0.513,0.052,0.081,0.065809,0.06549598727610834
0.514,0.051,0.081,0.065673,0.0653704567084659
0.515,0.051,0.08,0.065554,0.06524495524762167
0.516,0.051,0.08,0.06541,0.06511948459243502
0.517,0.051,0.08,0.065261,0.06499404642718933
0.518,0.051,0.08,0.065133,0.06486864242168668
0.519,0.051,0.08,0.065006,0.06474327423134238
0.52,0.051,0.079,0.064887,0.06461794349727876
0.521,0.051,0.08,0.06479,0.06449265184641827
0.522,0.051,0.08,0.064652,0.06436740089157625
0.523,0.051,0.08,0.064504,0.06424219223155306
0.524,0.051,0.08,0.064426,0.06411702745122563
0.525,0.05,0.08,0.06431,0.0639919081216385
0.526,0.05,0.079,0.064192,0.06386683580009439
0.527,0.05,0.079,0.06408,0.06374181203024398
0.528,0.05,0.079,0.063983,0.06361683834217555
0.529,0.05,0.079,0.063898,0.06349191625250371
0.53,0.05,0.079,0.063769,0.06336704726445788
0.531,0.05,0.078,0.063633,0.06324223286797002
0.532,0.05,0.078,0.063495,0.063117474539762
0.533,0.05,0.077,0.063301,0.06299277374343248
0.534,0.05,0.078,0.063157,0.06286813192954294
